都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考,
424111,58,長崎県,新上五島町,新上五島町消防本部・消防署,シンカミゴトウチョウショウボウホンブ・ショウボウショ,〒857-4214　長崎県南松浦郡新上五島町七目郷902番１,,32.97800668,129.0974532,,0959-42-0119,,,,,,,,,,有川地区,
424111,59,長崎県,新上五島町,有川小学校,アリカワショウガッコウ,〒857-4211　長崎県南松浦郡新上五島町有川郷１７１９番地２,,32.97846684,129.1195134,,0959-42-0011,,,,月～金,8:00,16:30,休（8月中旬6日間、12/29～1/3）,有（小児も使用できるＡＥＤ）,,有川地区,
424111,60,長崎県,新上五島町,有川中学校,アリカワチュウガッコウ,〒857-4211　長崎県南松浦郡新上五島町有川郷８０９,,32.9833067,129.1182031,,0959-42-0034,,,,月～金,8:00,16:30,休（8月中旬6日間、12/29～1/3）,有（小児も使用できるＡＥＤ）,,有川地区,
424111,61,長崎県,新上五島町,東浦小学校,ヒガシウラショウガッコウ,〒853-3322　長崎県南松浦郡新上五島町阿瀬津郷４２２番地１,,32.9660182,129.1010428,,0959-42-0201,,,,月～金,8:00,16:30,休（8月中旬6日間、12/29～1/3）,有（小児も使用できるＡＥＤ）,,有川地区,
424111,62,長崎県,新上五島町,有川総合体育館,アリカワソウゴウタイイクカン,〒857-4211　長崎県南松浦郡新上五島町有川郷２５２５番地１,,32.97950094,129.1065358,,0959-42-2577,,,,休館日以外,8:30,22:00,休12/29～1/3,有（小児も使用できるＡＥＤ）,,有川地区,
424111,63,長崎県,新上五島町,有川総合文化センター,アリカワソウゴウブンカセンター,〒857-4211　長崎県南松浦郡新上五島町有川郷７３３番地１,,32.9823252,129.1177993,,0959-42-1360,,,,休館日以外,8:30,22:00,休12/29～1/3,有（小児も使用できるＡＥＤ）,,有川地区,
424111,64,長崎県,新上五島町,上五島保健所,カミゴトホケンシジョ,〒857-4211　長崎県南松浦郡新上五島町有川郷２２５４番地１７,,32.98038497,129.1163713,,0959-42-1121,,,,,,,,,,有川地区,
424111,65,長崎県,新上五島町,友住警察官駐在所,トモスミケイサツカンチュウザイショ,〒857-4102　長崎県南松浦郡新上五島町友住郷１２８番地１,,32.99878868,129.1731213,,0959-42-8723,,,,,,,,,,有川地区,
424111,66,長崎県,新上五島町,有川子育て支援センター,アリカワコソダテシエンセンター,〒857-4211　長崎県南松浦郡新上五島町有川郷２２５０,,32.97945312,129.117096,,0959-42-3855,,,,月～金,9:00,16:30,,有（小児も使用できるＡＥＤ）,,有川地区,
424111,67,長崎県,新上五島町,有川港ターミナル鯨賓館,アリカワコウターミナルゲイヒンカン,〒857-4211　長崎県南松浦郡新上五島町有川郷５７８番地３６,,32.98677522,129.1127243,,0959-42-0180,,,,全曜日,7:00,18:30,,有（小児も使用できるＡＥＤ）,,有川地区,
424111,68,長崎県,新上五島町,歓喜園,カンギエン,〒857-4211　長崎県南松浦郡新上五島町有川郷７４６番地２,,32.9824998,129.1184291,,0959-42-0109,,,,月～土,7:00,18:30,18時以降は延長保育,有（小児も使用できるＡＥＤ）,,有川地区,
424111,69,長崎県,新上五島町,介護老人保健施設　つくしの里,カイゴロウジンホケンシセツ　ツクシノサト,〒853-3321　長崎県南松浦郡新上五島町鯛ノ浦郷４３７番地１,,32.96368305,129.1020038,,050-3387-6421,,,,,,,,,,有川地区,
424111,70,長崎県,新上五島町,新上五島町警察署,シンカミゴトウチョウケイサツショ,〒857-4211　長崎県南松浦郡新上五島町有川郷７３３番地２,,32.98284808,129.1173506,,0959-42-0110,,,,,,,,,,有川地区,
424111,71,長崎県,新上五島町,有川医療センター,アリカワイリョウセンター,〒857-4211　長崎県南松浦郡新上五島町有川郷２２５５,,32.98001015,129.1169185,,0959-42-0320,,,,,,,,,,有川地区,
424111,72,長崎県,新上五島町,有川保育所,アリカワホイクショ,〒857-4211　長崎県南松浦郡新上五島町有川郷７４３番地７,,32.98280972,129.1163275,,0959-42-2073,,,,月～土,7:30,18:00,,有（小児も使用できるＡＥＤ）,,有川地区,
424111,73,長崎県,新上五島町,有川幼稚園,アリカワヨウチエン,〒857-4211　長崎県南松浦郡新上五島町有川郷１７４５,,32.97829846,129.1208557,,0959-42-2041,,,,月～金,8:00,16:30,休（8月中旬6日間、12/29～1/3）,有（小児も使用できるＡＥＤ）,,有川地区,
424111,74,長崎県,新上五島町,つぼみ幼児園,ツボミヨウジエン,〒853-3321　長崎県南松浦郡新上五島町鯛ノ浦郷２６９番地１６,,32.96411485,129.0997268,,0959-42-0080,,,,月～土,7:00,18:30,18時以降は延長保育,有（小児も使用できるＡＥＤ）,,有川地区,
424111,75,長崎県,新上五島町,五島振興局上五島支所,ゴトウシンコウキョクカミゴトウシショ,〒857-4211　長崎県南松浦郡新上五島町有川郷５７８番地２,,32.98489868,129.114098,,0959-42-1141,,,,,,,,,,有川地区,
424111,76,長崎県,新上五島町,蛤浜海水浴場（夏季）,ハマグリハマカイスイヨクジョウ,〒857-4214　長崎県南松浦郡新上五島町七目郷1004番地9,,32.98117216,129.0993922,,なし,,,,全曜日,9:00,17:00,海水浴シーズン（7月-8月）のみ　※遊泳禁止日を除く,有（小児も使用できるＡＥＤ）,,有川地区,
424111,77,長崎県,新上五島町,観光物産センター（夏季以外）,カンコウブッサンセンター,〒857-4211　長崎県南松浦郡新上五島町有川郷４２８番地３１,,32.985875,129.115184,,0959-42-0964,,,,全曜日,8:30,17:00,海水浴シーズン（7月-8月）は蛤浜海水浴場へ移動するため使用不可,有（小児も使用できるＡＥＤ）,,有川地区,
424111,78,長崎県,新上五島町,希望の灯学園,キボウノヒガクエン,〒853-3321　長崎県南松浦郡新上五島町鯛ノ浦郷３０３番地６,,32.96335009,129.0997362,,0959-42-0204,,,,月～金,8:30,18:00,緊急時には24時間対応可,有,,有川地区,
424111,79,長崎県,新上五島町,つつじヶ丘老人ホーム,ツツジガオカロウジンホーム,〒857-4211　長崎県南松浦郡新上五島町有川郷２３６９番地１,,32.97986728,129.1100077,,0959-42-0705,,,,,,,,,,有川地区,
424111,80,長崎県,新上五島町,社会福祉協議会有川支所,シャカイフクシキョウギカイアリカワシショ,〒857-4211　長崎県南松浦郡新上五島町有川郷２３６０番地８,,32.9793458,129.1100817,,0959-42-1359,,,,月～土,8:30,17:15,,有（小児も使用できるＡＥＤ）,,有川地区,
424111,81,長崎県,新上五島町,五島産業汽船（鯛ノ浦）,ゴトウサンギョウキセン　タイノウラ,〒853-3321　長崎県南松浦郡新上五島町鯛ノ浦郷209番地1,,32.95234223,129.1013528,,0959-42-3939,,,,,,,,,,有川地区,
424111,83,長崎県,新上五島町,エレナ有川店,エレナアリカワテン,〒857-4211　長崎県南松浦郡新上五島町有川郷２６３０番地１,,32.98401249,129.1125778,,0959-43-0266,,,,,,,,,,有川地区,
424111,84,長崎県,新上五島町,島のふれあい館（頭ケ島）,シマノフレアイカン　カシラガシマ,〒857-4102　長崎県南松浦郡新上五島町友住郷６２４,,33.01281532,129.1830302,,,,,,,,,,,,有川地区,
424111,85,長崎県,新上五島町,奈良尾小学校,ナラオショウガッコウ,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷９５５番地１,,32.86445694,129.0662303,,0959-44-1175,,,,月～金,8:00,16:30,休（8月中旬6日間、12/29～1/3）,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,87,長崎県,新上五島町,奈良尾児童館,ナラオジドウカン,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷６３５番地２,,32.84158533,129.0589314,,0959-44-1539,,,,月～金,9:00,18:00,,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,88,長崎県,新上五島町,奈良尾総合体育館,ナラオソウゴウタイイクカン,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷４７３番地3,,32.83990726,129.0632306,,0959-44-0685,,,,休館日以外,8:30,22:00,休　12/29～1/3,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,89,長崎県,新上五島町,高井旅海水浴場（夏季）,タカイタビカイスイヨクジョウ,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷965番地3,,32.86332953,129.0674453,,なし,,,,全曜日,9:00,17:00,海水浴シーズン（7月-8月）のみ　※遊泳禁止日を除く,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,90,長崎県,新上五島町,地域福祉センターしおさい,チイキフクシセンターシオサイ,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷１０６９番地１,,32.84853586,129.0558248,,0959-44-1015,,,,月～土,8:30,17:15,,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,91,長崎県,新上五島町,福見保育園,フクミホイクエン,〒853-3102　長崎県南松浦郡新上五島町岩瀬浦郷１６,,32.86316438,129.0759828,,0959-45-3062,,,,月～土,7:00,18:30,18時以降は延長保育,有（小児も使用できるＡＥＤ）,,奈良尾地区,
424111,92,長崎県,新上五島町,福見の園,フクミノサト,〒853-3102　長崎県南松浦郡新上五島町岩瀬浦郷３１番地１,,32.86297309,129.0762228,,0959-45-2700,,,,,,,,,,奈良尾地区,
424111,93,長崎県,新上五島町,浜串教会,ハマクシキョウカイ,〒853-3102　長崎県南松浦郡新上五島町岩瀬浦郷７２４,,32.89088665,129.0843604,,0959-45-3032,,,,,,,,,,奈良尾地区,
424111,94,長崎県,新上五島町,福見教会,フクミキョウカイ,〒853-3102　長崎県南松浦郡新上五島町岩瀬浦郷,,32.8620347,129.0760919,,0959-45-3841,,,,,,,,,,奈良尾地区,
424111,95,長崎県,新上五島町,高井旅教会,タカイタビキョウカイ,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷,,32.86450068,129.0671003,,095-846-4248,,,,,,,,,,奈良尾地区,
424111,96,長崎県,新上五島町,ホテルマルゲリータ奈良尾,ホテルマルゲリータナラオ,〒853-3101　長崎県南松浦郡新上五島町奈良尾郷712番地3,,32.84281017,129.0609393,,0959-44-1701,,,,全曜日,0:00,23:59,,有（小児も使用できるＡＥＤ）,,奈良尾地区,
